Timestamp,Heart Rate (BPM),SpO2 (%),Vocal Strain Index,Health Condition
2025-07-04 05:09:03,41,97,1.2,MODERATE FATIGUE
2025-07-04 05:09:11,62,98,0.01,OPTIMAL / HEALTHY
2025-07-04 05:09:19,127,99,0.5,MODERATE FATIGUE
2025-07-04 05:09:27,86,99,0.6,MODERATE FATIGUE
2025-07-04 05:09:35,68,99,0.81,MODERATE FATIGUE
2025-07-04 05:09:43,65,97,1.38,MODERATE FATIGUE
2025-07-04 05:09:51,93,99,0.52,MODERATE FATIGUE
2025-07-04 05:09:59,71,97,0.52,MODERATE FATIGUE
2025-07-04 05:10:07,90,97,1.11,MODERATE FATIGUE
2025-07-04 05:10:15,41,97,0.68,MODERATE FATIGUE
2025-07-04 05:10:23,83,98,0.34,OPTIMAL / HEALTHY
2025-07-04 05:10:31,85,98,0.68,MODERATE FATIGUE
2025-07-04 05:10:39,92,99,0.21,OPTIMAL / HEALTHY
2025-07-04 05:10:47,99,99,0.26,OPTIMAL / HEALTHY
2025-07-04 05:10:55,97,98,0.75,MODERATE FATIGUE
2025-07-04 05:11:03,78,96,0.63,MODERATE FATIGUE
2025-07-04 05:11:11,82,98,1.37,MODERATE FATIGUE
2025-07-04 05:11:19,123,97,0.54,MODERATE FATIGUE
2025-07-04 05:11:27,76,98,0.87,MODERATE FATIGUE
2025-07-04 05:11:35,63,97,0.95,MODERATE FATIGUE
2025-07-04 05:11:43,73,99,0.02,OPTIMAL / HEALTHY
2025-07-04 05:11:51,85,96,1.0,MODERATE FATIGUE
2025-07-04 05:11:59,60,99,0.27,OPTIMAL / HEALTHY
2025-07-04 05:12:07,63,97,1.44,MODERATE FATIGUE
2025-07-04 05:12:15,63,97,0.22,OPTIMAL / HEALTHY
2025-07-04 05:12:23,68,97,0.62,MODERATE FATIGUE
2025-07-04 05:12:31,50,96,0.13,OPTIMAL / HEALTHY
2025-07-04 05:12:39,70,98,1.5,MODERATE FATIGUE
2025-07-04 05:12:47,63,99,0.75,MODERATE FATIGUE
2025-07-04 05:12:55,72,99,0.89,MODERATE FATIGUE
2025-07-04 05:13:03,73,98,0.1,OPTIMAL / HEALTHY
2025-07-04 05:13:11,80,99,1.12,MODERATE FATIGUE
2025-07-04 05:13:19,116,96,0.31,MODERATE FATIGUE
2025-07-04 05:13:27,47,99,1.35,MODERATE FATIGUE
2025-07-04 05:13:35,111,97,0.31,MODERATE FATIGUE
2025-07-04 05:13:43,97,98,0.29,OPTIMAL / HEALTHY
2025-07-04 05:13:51,63,96,0.05,OPTIMAL / HEALTHY
2025-07-04 05:13:59,91,98,0.71,MODERATE FATIGUE
2025-07-04 05:14:07,58,96,0.85,MODERATE FATIGUE
2025-07-04 05:14:15,67,97,0.1,OPTIMAL / HEALTHY
2025-07-04 05:14:23,81,98,1.16,MODERATE FATIGUE
2025-07-04 05:14:31,86,99,0.68,MODERATE FATIGUE
2025-07-04 05:14:39,84,96,0.79,MODERATE FATIGUE
2025-07-04 05:14:47,127,98,0.66,MODERATE FATIGUE
2025-07-04 05:14:55,64,99,0.6,MODERATE FATIGUE
2025-07-04 05:15:03,96,98,0.84,MODERATE FATIGUE
2025-07-04 05:15:11,84,98,0.23,OPTIMAL / HEALTHY
2025-07-04 05:15:19,70,98,0.27,OPTIMAL / HEALTHY
2025-07-04 05:15:27,129,96,1.29,MODERATE FATIGUE
2025-07-04 05:15:35,80,99,1.42,MODERATE FATIGUE
2025-07-04 05:15:43,48,97,0.56,MODERATE FATIGUE
2025-07-04 05:15:51,40,96,0.41,OPTIMAL / HEALTHY
2025-07-04 05:15:59,51,96,0.97,MODERATE FATIGUE
2025-07-04 05:16:07,80,96,0.61,MODERATE FATIGUE
2025-07-04 05:16:15,87,97,0.04,OPTIMAL / HEALTHY
2025-07-04 05:16:23,73,99,0.23,OPTIMAL / HEALTHY
2025-07-04 05:16:31,84,99,1.07,MODERATE FATIGUE
2025-07-04 05:16:39,92,99,0.99,MODERATE FATIGUE
2025-07-04 05:16:47,47,98,0.04,OPTIMAL / HEALTHY
2025-07-04 05:16:55,71,98,0.33,OPTIMAL / HEALTHY
2025-07-04 05:17:03,70,98,0.35,OPTIMAL / HEALTHY
2025-07-04 05:17:11,88,97,1.01,MODERATE FATIGUE
2025-07-04 05:17:19,84,98,0.03,OPTIMAL / HEALTHY
2025-07-04 05:17:27,45,97,0.16,OPTIMAL / HEALTHY
2025-07-04 05:17:35,93,99,1.2,MODERATE FATIGUE
2025-07-04 05:17:43,98,98,0.27,OPTIMAL / HEALTHY
2025-07-04 05:17:51,66,98,0.98,MODERATE FATIGUE
2025-07-04 05:17:59,85,96,0.36,OPTIMAL / HEALTHY
2025-07-04 05:18:07,94,97,0.15,OPTIMAL / HEALTHY
2025-07-04 05:18:15,60,99,0.36,OPTIMAL / HEALTHY
2025-07-04 05:18:23,71,96,1.08,MODERATE FATIGUE
2025-07-04 05:18:31,50,96,1.28,MODERATE FATIGUE
2025-07-04 05:18:39,75,99,1.25,MODERATE FATIGUE
2025-07-04 05:18:47,98,96,0.6,MODERATE FATIGUE
2025-07-04 05:18:55,121,97,1.0,MODERATE FATIGUE
2025-07-04 05:19:03,84,97,0.31,OPTIMAL / HEALTHY
2025-07-04 05:19:11,88,98,0.44,OPTIMAL / HEALTHY
2025-07-04 05:19:19,61,96,1.34,MODERATE FATIGUE
2025-07-04 05:19:27,42,98,0.02,OPTIMAL / HEALTHY
2025-07-04 05:19:35,88,96,0.13,OPTIMAL / HEALTHY
2025-07-04 05:19:43,113,97,0.31,MODERATE FATIGUE
2025-07-04 05:19:51,67,97,0.04,OPTIMAL / HEALTHY
2025-07-04 05:19:59,77,97,0.27,OPTIMAL / HEALTHY
2025-07-04 05:20:07,77,96,0.87,MODERATE FATIGUE
2025-07-04 05:20:15,90,97,0.63,MODERATE FATIGUE
2025-07-04 05:20:23,60,96,1.34,MODERATE FATIGUE
2025-07-04 05:20:31,71,98,1.23,MODERATE FATIGUE
2025-07-04 05:20:39,49,96,0.51,MODERATE FATIGUE
2025-07-04 05:20:47,86,98,0.39,OPTIMAL / HEALTHY
2025-07-04 05:20:55,99,96,0.57,MODERATE FATIGUE
2025-07-04 05:21:03,72,98,0.89,MODERATE FATIGUE
2025-07-04 05:21:11,92,97,0.4,OPTIMAL / HEALTHY
2025-07-04 05:21:19,86,98,0.94,MODERATE FATIGUE
2025-07-04 05:21:27,78,97,0.61,MODERATE FATIGUE
2025-07-04 05:21:35,117,97,0.83,MODERATE FATIGUE
2025-07-04 05:21:43,124,98,0.65,MODERATE FATIGUE
2025-07-04 05:21:51,82,96,0.44,OPTIMAL / HEALTHY
2025-07-04 05:21:59,113,96,1.42,MODERATE FATIGUE
2025-07-04 05:22:07,122,99,1.15,MODERATE FATIGUE
2025-07-04 05:22:15,64,96,0.21,OPTIMAL / HEALTHY
2025-07-04 05:22:23,95,99,1.3,MODERATE FATIGUE
2025-07-04 05:22:31,95,96,0.73,MODERATE FATIGUE
2025-07-04 05:22:39,51,96,1.34,MODERATE FATIGUE
2025-07-04 05:22:47,51,97,1.2,MODERATE FATIGUE
2025-07-04 05:22:55,60,99,0.64,MODERATE FATIGUE
2025-07-04 05:23:03,119,96,0.03,MODERATE FATIGUE
2025-07-04 05:23:11,94,99,0.4,OPTIMAL / HEALTHY
2025-07-04 05:23:19,95,97,0.81,MODERATE FATIGUE
2025-07-04 05:23:27,72,97,0.95,MODERATE FATIGUE
2025-07-04 05:23:35,85,99,0.39,OPTIMAL / HEALTHY
2025-07-04 05:23:43,97,97,0.21,OPTIMAL / HEALTHY
2025-07-04 05:23:51,98,98,1.25,MODERATE FATIGUE
2025-07-04 05:23:59,48,98,1.48,MODERATE FATIGUE
2025-07-04 05:24:07,95,97,0.79,MODERATE FATIGUE
2025-07-04 05:24:15,80,98,0.26,OPTIMAL / HEALTHY
2025-07-04 05:24:23,84,96,0.41,OPTIMAL / HEALTHY
2025-07-04 05:24:31,76,99,0.03,OPTIMAL / HEALTHY
2025-07-04 05:24:39,60,96,1.37,MODERATE FATIGUE
2025-07-04 05:24:47,111,99,0.18,MODERATE FATIGUE
2025-07-04 05:24:55,89,97,0.86,MODERATE FATIGUE
2025-07-04 05:25:03,85,96,0.41,OPTIMAL / HEALTHY
2025-07-04 05:25:11,87,97,0.83,MODERATE FATIGUE
2025-07-04 05:25:19,94,97,0.98,MODERATE FATIGUE
2025-07-04 05:25:27,68,99,1.24,MODERATE FATIGUE
2025-07-04 05:25:35,82,99,0.31,OPTIMAL / HEALTHY
2025-07-04 05:25:43,99,99,0.02,OPTIMAL / HEALTHY
2025-07-04 05:25:51,78,96,0.21,OPTIMAL / HEALTHY
2025-07-04 05:25:59,98,98,1.35,MODERATE FATIGUE
2025-07-04 05:26:07,64,99,1.31,MODERATE FATIGUE
2025-07-04 05:26:15,118,99,0.9,MODERATE FATIGUE
2025-07-04 05:26:23,69,96,0.9,MODERATE FATIGUE
2025-07-04 05:26:31,71,99,1.0,MODERATE FATIGUE
2025-07-04 05:26:39,56,96,0.26,OPTIMAL / HEALTHY
2025-07-04 05:26:47,61,97,1.37,MODERATE FATIGUE
2025-07-04 05:26:55,43,99,0.63,MODERATE FATIGUE
2025-07-04 05:27:03,94,99,0.57,MODERATE FATIGUE
2025-07-04 05:27:11,89,97,0.78,MODERATE FATIGUE
2025-07-04 05:27:19,119,97,0.07,MODERATE FATIGUE
2025-07-04 05:27:27,95,97,0.25,OPTIMAL / HEALTHY
2025-07-04 05:27:35,76,99,1.11,MODERATE FATIGUE
2025-07-04 05:27:43,55,98,0.12,OPTIMAL / HEALTHY
2025-07-04 05:27:51,90,98,0.9,MODERATE FATIGUE
2025-07-04 05:27:59,114,98,0.37,MODERATE FATIGUE
2025-07-04 05:28:07,112,99,0.58,MODERATE FATIGUE
2025-07-04 05:28:15,68,97,0.43,OPTIMAL / HEALTHY
2025-07-04 05:28:23,94,99,0.53,MODERATE FATIGUE
2025-07-04 05:28:31,84,97,1.08,MODERATE FATIGUE
2025-07-04 05:28:39,116,99,0.45,MODERATE FATIGUE
2025-07-04 05:28:47,71,99,0.85,MODERATE FATIGUE
2025-07-04 05:28:55,58,97,0.71,MODERATE FATIGUE
2025-07-04 05:29:03,74,98,1.0,MODERATE FATIGUE
2025-07-04 05:29:11,112,97,1.41,MODERATE FATIGUE
2025-07-04 05:29:19,127,96,1.1,MODERATE FATIGUE
2025-07-04 05:29:27,87,96,0.32,OPTIMAL / HEALTHY
2025-07-04 05:29:35,81,97,0.05,OPTIMAL / HEALTHY
2025-07-04 05:29:43,85,99,0.39,OPTIMAL / HEALTHY
2025-07-04 05:29:51,72,96,0.89,MODERATE FATIGUE
2025-07-04 05:29:59,80,96,0.08,OPTIMAL / HEALTHY
2025-07-04 05:30:07,95,99,0.74,MODERATE FATIGUE
2025-07-04 05:30:15,94,99,0.9,MODERATE FATIGUE
2025-07-04 05:30:23,94,98,0.5,OPTIMAL / HEALTHY
2025-07-04 05:30:31,72,99,1.16,MODERATE FATIGUE
2025-07-04 05:30:39,94,97,0.16,OPTIMAL / HEALTHY
2025-07-04 05:30:47,74,97,0.11,OPTIMAL / HEALTHY
2025-07-04 05:30:55,71,98,1.09,MODERATE FATIGUE
2025-07-04 05:31:03,96,96,0.74,MODERATE FATIGUE
2025-07-04 05:31:11,52,96,1.03,MODERATE FATIGUE
2025-07-04 05:31:19,77,99,0.65,MODERATE FATIGUE
2025-07-04 05:31:27,78,97,0.37,OPTIMAL / HEALTHY
2025-07-04 05:31:35,75,96,1.23,MODERATE FATIGUE
2025-07-04 05:31:43,91,98,1.2,MODERATE FATIGUE
2025-07-04 05:31:51,62,98,1.04,MODERATE FATIGUE
2025-07-04 05:31:59,92,97,0.41,OPTIMAL / HEALTHY
2025-07-04 05:32:07,80,98,0.89,MODERATE FATIGUE
2025-07-04 05:32:15,125,98,0.54,MODERATE FATIGUE
2025-07-04 05:32:23,94,97,0.14,OPTIMAL / HEALTHY
2025-07-04 05:32:31,85,99,1.38,MODERATE FATIGUE
2025-07-04 05:32:39,99,99,0.21,OPTIMAL / HEALTHY
2025-07-04 05:32:47,122,98,1.43,MODERATE FATIGUE
2025-07-04 05:32:55,68,99,0.67,MODERATE FATIGUE
